suicides/100k pop,country-year,HDI for year,gdp_for_year,gdp_per_capita,generation
7.35,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
4.73,United Kingdom2005,0.89,"2,520,701,818,182",44372,Boomers
4.07,United Kingdom2005,0.89,"2,520,701,818,182",44372,Generation X
3.8,United Kingdom2005,0.89,"2,520,701,818,182",44372,Silent
3.41,United Kingdom2005,0.89,"2,520,701,818,182",44372,Silent
2.28,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
0.11,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
0.11,United Kingdom2005,0.89,"2,520,701,818,182",44372,Millenials
17.22,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Boomers
14.26,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Generation X
11.13,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Silent
11.1,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Silent
7.5,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Millenials
4.6,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Boomers
3.79,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Silent
3.49,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Generation X
3.0,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Silent
1.89,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Millenials
0.11,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Millenials
0.08,United Kingdom2006,0.8959999999999999,"2,692,612,695,492",47163,Millenials
15.64,United Kingdom2007,0.899,"3,074,359,743,898",53576,Boomers
13.9,United Kingdom2007,0.899,"3,074,359,743,898",53576,Generation X
11.67,United Kingdom2007,0.899,"3,074,359,743,898",53576,Silent
10.31,United Kingdom2007,0.899,"3,074,359,743,898",53576,Silent
7.37,United Kingdom2007,0.899,"3,074,359,743,898",53576,Millenials
4.06,United Kingdom2007,0.899,"3,074,359,743,898",53576,Boomers
3.62,United Kingdom2007,0.899,"3,074,359,743,898",53576,Silent
3.36,United Kingdom2007,0.899,"3,074,359,743,898",53576,Generation X
2.84,United Kingdom2007,0.899,"3,074,359,743,898",53576,Silent
1.77,United Kingdom2007,0.899,"3,074,359,743,898",53576,Millenials
0.27,United Kingdom2007,0.899,"3,074,359,743,898",53576,Generation Z
0.11,United Kingdom2007,0.899,"3,074,359,743,898",53576,Generation Z
16.83,United Kingdom2008,0.903,"2,890,564,338,235",50111,Boomers
15.48,United Kingdom2008,0.903,"2,890,564,338,235",50111,Generation X
11.8,United Kingdom2008,0.903,"2,890,564,338,235",50111,Silent
11.51,United Kingdom2008,0.903,"2,890,564,338,235",50111,Silent
7.66,United Kingdom2008,0.903,"2,890,564,338,235",50111,Millenials
4.8,United Kingdom2008,0.903,"2,890,564,338,235",50111,Boomers
3.98,United Kingdom2008,0.903,"2,890,564,338,235",50111,Generation X
3.23,United Kingdom2008,0.903,"2,890,564,338,235",50111,Silent
3.03,United Kingdom2008,0.903,"2,890,564,338,235",50111,Silent
2.02,United Kingdom2008,0.903,"2,890,564,338,235",50111,Millenials
0.2,United Kingdom2008,0.903,"2,890,564,338,235",50111,Generation Z
0.17,United Kingdom2008,0.903,"2,890,564,338,235",50111,Generation Z
17.97,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Boomers
13.94,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Generation X
11.09,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Silent
10.2,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Silent
7.88,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Millenials
4.41,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Boomers
3.52,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Silent
3.37,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Generation X
3.33,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Silent
2.09,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Millenials
0.11,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Generation Z
0.09,United Kingdom2009,0.9059999999999999,"2,382,825,985,356",41074,Generation Z
16.8,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
12.43,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
11.58,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
11.28,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
8.14,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Millenials
4.55,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
3.53,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
3.31,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation X
3.02,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Silent
2.65,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Millenials
0.09,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation Z
0.03,United Kingdom2010,0.9059999999999999,"2,441,173,394,730",41798,Generation Z
18.69,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation X
13.1,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
11.32,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Boomers
10.28,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Silent
8.17,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
4.74,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation X
3.53,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Boomers
3.27,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
2.5,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Millenials
2.35,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Silent
0.22,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation Z
0.12,United Kingdom2011,0.9009999999999999,"2,619,700,404,733",44491,Generation Z
18.3,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation X
14.01,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
11.56,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Boomers
10.52,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Silent
8.66,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
4.55,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation X
3.56,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
3.13,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Boomers
3.12,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Silent
1.73,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Millenials
0.27,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation Z
0.06,United Kingdom2012,0.9009999999999999,"2,662,085,168,499",44585,Generation Z
20.13,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation X
13.99,United Kingdom2013,0.902,"2,739,818,680,930",45594,Boomers
13.56,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
12.31,United Kingdom2013,0.902,"2,739,818,680,930",45594,Silent
7.92,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
5.08,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation X
3.43,United Kingdom2013,0.902,"2,739,818,680,930",45594,Silent
3.39,United Kingdom2013,0.902,"2,739,818,680,930",45594,Boomers
2.85,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
2.02,United Kingdom2013,0.902,"2,739,818,680,930",45594,Millenials
0.13,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation Z
0.11,United Kingdom2013,0.902,"2,739,818,680,930",45594,Generation Z
19.53,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation X
13.81,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
12.54,United Kingdom2014,0.907,"3,022,827,781,881",49906,Boomers
11.91,United Kingdom2014,0.907,"3,022,827,781,881",49906,Silent
7.96,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
5.22,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation X
3.77,United Kingdom2014,0.907,"3,022,827,781,881",49906,Boomers
3.53,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
2.72,United Kingdom2014,0.907,"3,022,827,781,881",49906,Silent
2.58,United Kingdom2014,0.907,"3,022,827,781,881",49906,Millenials
0.19,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation Z
0.17,United Kingdom2014,0.907,"3,022,827,781,881",49906,Generation Z
18.17,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Generation X
13.52,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Millenials
13.49,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Boomers
12.4,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Silent
9.01,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Millenials
5.33,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Generation X
4.32,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Boomers
4.1,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Millenials
3.52,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Silent
2.62,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Millenials
0.16,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Generation Z
0.1,United Kingdom2015,0.9229999999999999,"2,885,570,309,161",47240,Generation Z
57.85,United States1990,0.8590000000000001,"5,979,589,000,000",26004,G.I. Generation
28.6,United States1990,0.8590000000000001,"5,979,589,000,000",26004,G.I. Generation
24.76,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Boomers
23.62,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Silent
21.99,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Generation X
7.06,United States1990,0.8590000000000001,"5,979,589,000,000",26004,G.I. Generation
6.85,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Silent
6.05,United States1990,0.8590000000000001,"5,979,589,000,000",26004,G.I. Generation
5.61,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Boomers
3.92,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Generation X
1.09,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Generation X
0.4,United States1990,0.8590000000000001,"5,979,589,000,000",26004,Generation X
56.05,United States1991,0.867,"6,174,043,000,000",26503,G.I. Generation
27.75,United States1991,0.867,"6,174,043,000,000",26503,Silent
25.02,United States1991,0.867,"6,174,043,000,000",26503,Boomers
23.3,United States1991,0.867,"6,174,043,000,000",26503,Boomers
21.89,United States1991,0.867,"6,174,043,000,000",26503,Generation X
6.95,United States1991,0.867,"6,174,043,000,000",26503,Boomers
6.29,United States1991,0.867,"6,174,043,000,000",26503,Silent
5.87,United States1991,0.867,"6,174,043,000,000",26503,G.I. Generation
5.38,United States1991,0.867,"6,174,043,000,000",26503,Boomers
3.81,United States1991,0.867,"6,174,043,000,000",26503,Generation X
1.13,United States1991,0.867,"6,174,043,000,000",26503,Millenials
0.33,United States1991,0.867,"6,174,043,000,000",26503,Millenials
52.33,United States1992,0.872,"6,539,299,000,000",27760,G.I. Generation
26.71,United States1992,0.872,"6,539,299,000,000",27760,Silent
24.03,United States1992,0.872,"6,539,299,000,000",27760,Boomers
23.15,United States1992,0.872,"6,539,299,000,000",27760,Boomers
21.89,United States1992,0.872,"6,539,299,000,000",27760,Generation X
6.87,United States1992,0.872,"6,539,299,000,000",27760,Boomers
6.21,United States1992,0.872,"6,539,299,000,000",27760,Silent
6.17,United States1992,0.872,"6,539,299,000,000",27760,G.I. Generation
5.04,United States1992,0.872,"6,539,299,000,000",27760,Boomers
3.67,United States1992,0.872,"6,539,299,000,000",27760,Generation X
1.24,United States1992,0.872,"6,539,299,000,000",27760,Millenials
0.46,United States1992,0.872,"6,539,299,000,000",27760,Millenials
52.52,United States1993,0.877,"6,878,718,000,000",28891,G.I. Generation
26.41,United States1993,0.877,"6,878,718,000,000",28891,Silent
24.92,United States1993,0.877,"6,878,718,000,000",28891,Boomers
23.32,United States1993,0.877,"6,878,718,000,000",28891,Boomers
22.39,United States1993,0.877,"6,878,718,000,000",28891,Generation X
6.7,United States1993,0.877,"6,878,718,000,000",28891,Boomers
6.09,United States1993,0.877,"6,878,718,000,000",28891,Silent
5.71,United States1993,0.877,"6,878,718,000,000",28891,G.I. Generation
5.2,United States1993,0.877,"6,878,718,000,000",28891,Boomers
4.14,United States1993,0.877,"6,878,718,000,000",28891,Generation X
1.23,United States1993,0.877,"6,878,718,000,000",28891,Millenials
0.49,United States1993,0.877,"6,878,718,000,000",28891,Millenials
50.7,United States1994,0.88,"7,308,755,000,000",30375,G.I. Generation
25.61,United States1994,0.88,"7,308,755,000,000",30375,Boomers
24.62,United States1994,0.88,"7,308,755,000,000",30375,Silent
23.45,United States1994,0.88,"7,308,755,000,000",30375,Generation X
23.27,United States1994,0.88,"7,308,755,000,000",30375,Boomers
6.81,United States1994,0.88,"7,308,755,000,000",30375,Boomers
5.55,United States1994,0.88,"7,308,755,000,000",30375,G.I. Generation
5.49,United States1994,0.88,"7,308,755,000,000",30375,Silent
5.12,United States1994,0.88,"7,308,755,000,000",30375,Boomers
3.72,United States1994,0.88,"7,308,755,000,000",30375,Generation X
1.21,United States1994,0.88,"7,308,755,000,000",30375,Millenials
0.48,United States1994,0.88,"7,308,755,000,000",30375,Millenials
48.25,United States1995,0.8759999999999999,"7,664,060,000,000",31518,G.I. Generation
25.62,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Generation X
25.06,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Silent
23.58,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Boomers
22.52,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Generation X
6.58,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Boomers
5.47,United States1995,0.8759999999999999,"7,664,060,000,000",31518,G.I. Generation
5.38,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Silent
5.18,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Generation X
3.71,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Generation X
1.33,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Millenials
0.41,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Millenials
46.54,United States1996,0.884,"8,100,201,000,000",32928,G.I. Generation
24.95,United States1996,0.884,"8,100,201,000,000",32928,Silent
24.02,United States1996,0.884,"8,100,201,000,000",32928,Boomers
24.01,United States1996,0.884,"8,100,201,000,000",32928,Generation X
20.0,United States1996,0.884,"8,100,201,000,000",32928,Generation X
6.76,United States1996,0.884,"8,100,201,000,000",32928,Boomers
5.19,United States1996,0.884,"8,100,201,000,000",32928,Silent
5.02,United States1996,0.884,"8,100,201,000,000",32928,Generation X
4.81,United States1996,0.884,"8,100,201,000,000",32928,G.I. Generation
3.6,United States1996,0.884,"8,100,201,000,000",32928,Generation X
1.14,United States1996,0.884,"8,100,201,000,000",32928,Millenials
0.41,United States1996,0.884,"8,100,201,000,000",32928,Millenials
44.7,United States1997,0.8859999999999999,"8,608,515,000,000",34644,G.I. Generation
24.19,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Silent
23.64,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Generation X
23.27,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Boomers
18.93,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Generation X
7.02,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Boomers
5.07,United States1997,0.8859999999999999,"8,608,515,000,000",34644,G.I. Generation
5.06,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Silent
4.99,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Generation X
3.53,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Generation X
1.17,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Millenials
0.39,United States1997,0.8859999999999999,"8,608,515,000,000",34644,Millenials
45.15,United States1998,0.889,"9,089,168,000,000",36164,G.I. Generation
23.57,United States1998,0.889,"9,089,168,000,000",36164,Boomers
23.44,United States1998,0.889,"9,089,168,000,000",36164,Silent
22.87,United States1998,0.889,"9,089,168,000,000",36164,Generation X
18.55,United States1998,0.889,"9,089,168,000,000",36164,Generation X
6.92,United States1998,0.889,"9,089,168,000,000",36164,Boomers
5.17,United States1998,0.889,"9,089,168,000,000",36164,G.I. Generation
4.97,United States1998,0.889,"9,089,168,000,000",36164,Silent
4.92,United States1998,0.889,"9,089,168,000,000",36164,Generation X
3.32,United States1998,0.889,"9,089,168,000,000",36164,Generation X
1.2,United States1998,0.889,"9,089,168,000,000",36164,Millenials
0.43,United States1998,0.889,"9,089,168,000,000",36164,Millenials
41.71,United States1999,0.89,"9,660,624,000,000",38072,G.I. Generation
22.32,United States1999,0.89,"9,660,624,000,000",38072,Boomers
22.28,United States1999,0.89,"9,660,624,000,000",38072,Generation X
22.25,United States1999,0.89,"9,660,624,000,000",38072,Silent
17.2,United States1999,0.89,"9,660,624,000,000",38072,Generation X
6.54,United States1999,0.89,"9,660,624,000,000",38072,Boomers
4.77,United States1999,0.89,"9,660,624,000,000",38072,Generation X
4.77,United States1999,0.89,"9,660,624,000,000",38072,Silent
4.59,United States1999,0.89,"9,660,624,000,000",38072,G.I. Generation
3.12,United States1999,0.89,"9,660,624,000,000",38072,Generation X
0.96,United States1999,0.89,"9,660,624,000,000",38072,Millenials
0.26,United States1999,0.89,"9,660,624,000,000",38072,Millenials
42.4,United States2000,0.883,"10,284,779,000,000",39218,G.I. Generation
22.62,United States2000,0.883,"10,284,779,000,000",39218,Boomers
20.82,United States2000,0.883,"10,284,779,000,000",39218,Silent
19.57,United States2000,0.883,"10,284,779,000,000",39218,Generation X
17.05,United States2000,0.883,"10,284,779,000,000",39218,Generation X
6.53,United States2000,0.883,"10,284,779,000,000",39218,Boomers
4.77,United States2000,0.883,"10,284,779,000,000",39218,Silent
4.32,United States2000,0.883,"10,284,779,000,000",39218,Generation X
4.05,United States2000,0.883,"10,284,779,000,000",39218,G.I. Generation
2.98,United States2000,0.883,"10,284,779,000,000",39218,Generation X
1.16,United States2000,0.883,"10,284,779,000,000",39218,Millenials
0.31,United States2000,0.883,"10,284,779,000,000",39218,Millenials
40.55,United States2001,0.889,"10,621,824,000,000",40018,Silent
23.26,United States2001,0.889,"10,621,824,000,000",40018,Boomers
22.51,United States2001,0.889,"10,621,824,000,000",40018,Silent
20.98,United States2001,0.889,"10,621,824,000,000",40018,Generation X
16.64,United States2001,0.889,"10,621,824,000,000",40018,Millenials
6.8,United States2001,0.889,"10,621,824,000,000",40018,Boomers
4.95,United States2001,0.889,"10,621,824,000,000",40018,Silent
4.45,United States2001,0.889,"10,621,824,000,000",40018,Generation X
3.85,United States2001,0.889,"10,621,824,000,000",40018,Silent
2.89,United States2001,0.889,"10,621,824,000,000",40018,Millenials
1.02,United States2001,0.889,"10,621,824,000,000",40018,Millenials
0.32,United States2001,0.889,"10,621,824,000,000",40018,Millenials
40.83,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Silent
24.03,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Boomers
23.19,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Silent
20.47,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Generation X
16.48,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Millenials
7.12,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Boomers
5.01,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Silent
4.62,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Generation X
4.08,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Silent
2.92,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Millenials
0.95,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Millenials
0.32,United States2002,0.8909999999999999,"10,977,514,000,000",40845,Millenials
37.87,United States2003,0.894,"11,510,670,000,000",42468,Silent
23.77,United States2003,0.894,"11,510,670,000,000",42468,Boomers
22.69,United States2003,0.894,"11,510,670,000,000",42468,Silent
20.55,United States2003,0.894,"11,510,670,000,000",42468,Generation X
15.96,United States2003,0.894,"11,510,670,000,000",42468,Millenials
7.11,United States2003,0.894,"11,510,670,000,000",42468,Boomers
5.06,United States2003,0.894,"11,510,670,000,000",42468,Silent
4.63,United States2003,0.894,"11,510,670,000,000",42468,Generation X
3.77,United States2003,0.894,"11,510,670,000,000",42468,Silent
3.03,United States2003,0.894,"11,510,670,000,000",42468,Millenials
0.92,United States2003,0.894,"11,510,670,000,000",42468,Millenials
0.28,United States2003,0.894,"11,510,670,000,000",42468,Millenials
37.11,United States2004,0.897,"12,274,928,000,000",44867,Silent
23.88,United States2004,0.897,"12,274,928,000,000",44867,Boomers
22.25,United States2004,0.897,"12,274,928,000,000",44867,Silent
20.37,United States2004,0.897,"12,274,928,000,000",44867,Generation X
16.77,United States2004,0.897,"12,274,928,000,000",44867,Millenials
7.86,United States2004,0.897,"12,274,928,000,000",44867,Boomers
5.18,United States2004,0.897,"12,274,928,000,000",44867,Silent
4.73,United States2004,0.897,"12,274,928,000,000",44867,Generation X
3.81,United States2004,0.897,"12,274,928,000,000",44867,Silent
3.55,United States2004,0.897,"12,274,928,000,000",44867,Millenials
0.9,United States2004,0.897,"12,274,928,000,000",44867,Millenials
0.49,United States2004,0.897,"12,274,928,000,000",44867,Millenials
37.92,United States2005,0.897,"13,093,726,000,000",47423,Silent
24.12,United States2005,0.897,"13,093,726,000,000",47423,Boomers
22.41,United States2005,0.897,"13,093,726,000,000",47423,Silent
19.91,United States2005,0.897,"13,093,726,000,000",47423,Generation X
16.16,United States2005,0.897,"13,093,726,000,000",47423,Millenials
7.38,United States2005,0.897,"13,093,726,000,000",47423,Boomers
5.28,United States2005,0.897,"13,093,726,000,000",47423,Silent
4.69,United States2005,0.897,"13,093,726,000,000",47423,Generation X
3.99,United States2005,0.897,"13,093,726,000,000",47423,Silent
3.49,United States2005,0.897,"13,093,726,000,000",47423,Millenials
0.99,United States2005,0.897,"13,093,726,000,000",47423,Millenials
0.34,United States2005,0.897,"13,093,726,000,000",47423,Millenials
35.7,United States2006,0.903,"13,855,888,000,000",49666,Silent
24.67,United States2006,0.903,"13,855,888,000,000",49666,Boomers
22.73,United States2006,0.903,"13,855,888,000,000",49666,Silent
19.71,United States2006,0.903,"13,855,888,000,000",49666,Generation X
16.15,United States2006,0.903,"13,855,888,000,000",49666,Millenials
7.71,United States2006,0.903,"13,855,888,000,000",49666,Boomers
5.77,United States2006,0.903,"13,855,888,000,000",49666,Silent
4.69,United States2006,0.903,"13,855,888,000,000",49666,Generation X
3.71,United States2006,0.903,"13,855,888,000,000",49666,Silent
3.21,United States2006,0.903,"13,855,888,000,000",49666,Millenials
0.74,United States2006,0.903,"13,855,888,000,000",49666,Millenials
0.34,United States2006,0.903,"13,855,888,000,000",49666,Millenials
36.36,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Silent
25.53,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Boomers
23.64,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Silent
20.85,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Generation X
15.81,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Millenials
8.08,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Boomers
6.15,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Silent
5.03,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Generation X
3.6,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Silent
3.17,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Millenials
0.63,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Generation Z
0.27,United States2007,0.9059999999999999,"14,477,635,000,000",51585,Generation Z
35.79,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Silent
26.44,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Boomers
25.52,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Silent
21.36,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Generation X
16.05,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Millenials
8.44,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Boomers
6.02,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Silent
5.18,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Generation X
3.88,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Silent
3.49,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Millenials
0.73,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Generation Z
0.34,United States2008,0.9109999999999999,"14,718,582,000,000",52128,Generation Z
35.6,United States2009,0.912,"14,418,739,000,000",50563,Silent
27.05,United States2009,0.912,"14,418,739,000,000",50563,Boomers
25.69,United States2009,0.912,"14,418,739,000,000",50563,Silent
21.25,United States2009,0.912,"14,418,739,000,000",50563,Generation X
16.09,United States2009,0.912,"14,418,739,000,000",50563,Millenials
8.55,United States2009,0.912,"14,418,739,000,000",50563,Boomers
6.4,United States2009,0.912,"14,418,739,000,000",50563,Silent
5.14,United States2009,0.912,"14,418,739,000,000",50563,Generation X
3.64,United States2009,0.912,"14,418,739,000,000",50563,Millenials
3.5,United States2009,0.912,"14,418,739,000,000",50563,Silent
0.83,United States2009,0.912,"14,418,739,000,000",50563,Generation Z
0.45,United States2009,0.912,"14,418,739,000,000",50563,Generation Z
36.03,United States2010,0.909,"14,964,372,000,000",51989,Silent
27.49,United States2010,0.909,"14,964,372,000,000",51989,Generation X
26.34,United States2010,0.909,"14,964,372,000,000",51989,Silent
22.76,United States2010,0.909,"14,964,372,000,000",51989,Generation X
16.79,United States2010,0.909,"14,964,372,000,000",51989,Millenials
8.44,United States2010,0.909,"14,964,372,000,000",51989,Generation X
6.83,United States2010,0.909,"14,964,372,000,000",51989,Silent
5.41,United States2010,0.909,"14,964,372,000,000",51989,Generation X
3.88,United States2010,0.909,"14,964,372,000,000",51989,Millenials
3.61,United States2010,0.909,"14,964,372,000,000",51989,Silent
0.88,United States2010,0.909,"14,964,372,000,000",51989,Generation Z
0.43,United States2010,0.909,"14,964,372,000,000",51989,Generation Z
36.53,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Silent
27.44,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Generation X
26.52,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Boomers
23.49,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Millenials
17.5,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Millenials
8.89,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Generation X
6.81,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Boomers
6.07,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Millenials
4.0,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Millenials
3.74,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Silent
0.95,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Generation Z
0.42,United States2011,0.9109999999999999,"15,517,926,000,000",53452,Generation Z
37.37,United States2012,0.912,"16,155,255,000,000",55170,Silent
27.79,United States2012,0.912,"16,155,255,000,000",55170,Generation X
27.25,United States2012,0.912,"16,155,255,000,000",55170,Boomers
